Site,Structure,Root Code,SV,Saleable,Barcode,Description,Barcode Component,SV,Description Component,Quantity,Saleable
11252,45010,100788276,1,Y ,28852388000433,สุราขาว 28 330CC.(ขวดเล็ก) บางยี่ขัน (ลัง)แพ็ค 24 ,8852388000439,0,รวงข้าวสุราขาว28DG330ซีซี ,24,Y 
11252,45010,100788283,1,Y ,28852388000464,สุราขาว40ดีกรีเล็ก330ซีซี(บางยี่ขัน)แพค24 ,8852388000460,0,รวงข้าวสุราขาว40DG330ซีซี ,24,Y 
11252,45010,100909173,1,Y ,18852388000610,BPสุราหงส์ทอง35ดีDG 700ซ๊ซีX12 ,8852388000613,0,สุราหงส์ทอง 35ดีกรี 700ซีซี ,12,Y 
11252,45010,100909175,1,Y ,18852388000627,BPสุราหงส์ทอง35DG 350ซีซีX12 ,8852388000620,0,สุราหงส์ทอง 35DG 350ซีซี.แบน ,12,Y 
11252,45010,100933761,1,Y ,18855155000707,BP เบลด์ 285 วิสกี๊ 70ซลX12 ,8855155000700,0,BLEND 285 SPIRIT 70CL.(M) ,12,Y 
11252,45010,100973007,1,Y ,28854793000541,BPสุราขาวรวงข้าว40ล(สีมา) ,8854793000547,0,รวงข้าวสุราขาว40DG330ซีซี.สีมา ,24,Y 
11252,45010,101024139,1,Y ,18855155000219,BPสุราขาว40ดีกรี 625CC1X12.(กท) ,8855155000212,0,สุราขาว40ดีกรี 625CC.(กท) ,12,Y 
11252,45010,101064176,1,N ,18854795000399,BPสุราขาวนิยมไทย40ดีกรี625หลักชัย*12 ,8854795000392,0,สุราขาวนิยมไทย 40DG 625มล ,12,N 
11252,45010,101101787,1,Y ,28855155000254,BPรวงข้าว40DG 330ซีซ๊.X24.กท ,8855155000250,0,สุราขาว 40 ดีกรี 330 CC.(กท)M ,24,Y 
11252,45010,101150463,1,Y ,18854796000350,BPสุราขาวรวงข้าว30ญ(เฟื่องฟู)625CC. ,8854796000353,0,รวงข้าว 30DG 625ซีซี.เฟื่องฟู ,12,Y 
11252,45010,101150542,1,Y ,18854787000376,BPสุราขาวรวงข้าว40ญ(อธิมาตร)625CC. ,8854787000379,0,รวงข้าว40DG 625ซีซี. อธิมาตร ,12,Y 
11252,45010,101150543,1,Y ,28854796000395,BPสุราขาวรวงข้าว30ล(เฟื่องฟู)330CC.P24 ,8854796000391,0,รวงข้าวสุรา30DG330ซีซีเฟื่องฟู ,24,Y 
11252,45010,101150582,1,Y ,18854788000368,BPสุราขาวรวงข้าว35ญ(นทีชัย)1X12 ,8854788000361,0,สุราขาวรวงข้าว35ญ(นทีชัย)625CC ,12,Y 
11252,45010,101150603,1,Y ,28854788000402,BPสุราขาวรวงข้าว35ล(นทีชัย)330CCX24 ,8854788000408,0,BPรวงข้าว35DG330ซีซ๊.นทีชัย ,24,Y 
11252,45010,101150642,1,Y ,18854786000377,BPสุราขาวรวงข้าว40ญ(เทพอรุโณทัย)625CC ,8854786000370,0,รวงข้าว40DG625ซีซี.เทพอรุโณทัย ,12,Y 
11252,45010,101150662,1,Y ,28854786000411,BPสุราขาวรวงข้าว40ล(เทพอรุโณทัย)330ซซ. ,8854786000417,0,รวงข้าว40DG330ซีซี.เทพอรุโณทัย ,24,Y 
11252,45010,101150702,1,Y ,18854793000506,BPสุราขาวรวงข้าว40ญ(สีมา)625ซซ ,8854793000509,0,สุราขาวรวงข้าว40ญ(สีมา)625ซซ ,12,Y 
11252,45010,101150992,1,Y ,18854795000450,BPสุราขาวรวงข้าว30ญ(หลักชัย)625ซซ.P12 ,8854795000453,0,รวงข้าว30DG 625ซีซ๊. หลักชัย ,12,Y 
11252,45010,101150995,1,Y ,28854795000495,BPสุราขาวรวงข้าว30ล(หลักชัย)330ซซ. ,8854795000491,0,รวงข้าวสุรา30DG330ซีซี.หลักชัย ,24,Y 
11252,45010,101151018,1,Y ,18854794000444,BPสุราขาวรวงข้าว35ญ(ธนภักดี)625ซซ. ,8854794000447,0,รวงข้าว 35DG 625ซีซี.ธนภักดี ,12,Y 
11252,45010,101151248,1,Y ,28854787000410,BPสุราขาวรวงข้าว40ล(อธิมาตร)330CC. ,8854787000416,0,รวงข้าวสุรา40DG330ซีซี.อธิมาตร ,24,Y 
11252,45010,101678741,1,Y ,18854789000398,สุราขาวนิยมไทย40 ดีกรีใหญ่625ซีซี(กาญจนสิงขร)แพค ,8854789000391,0,สุราขาวนิยมไทย 40DG 625ซีซ๊ ,12,Y 
11252,45010,101929802,1,Y ,28852388000259,เซี่ยงชุน 28 ดีกรี 330CCแพ็ค24 ,8852388000255,0,เชี่ยงชุนสุราสมุนไพ28DG330ซีซี ,24,Y 
11252,45010,101929805,1,Y ,28852388000266,เสือดำ 28 ดีกรี 330ซีซี แพ็ค24 ,8852388000262,0,เสือดำสุราสมุนไพร28DG 330ซีซี ,24,Y 
11252,45010,101981638,1,Y ,18852388000719,บางยี่ขันสุราขาว40ดีกรี 700มล. แพค12 ,8852388000712,0,สุราขาวบางยี่ชัน 700 ซีซี ,12,Y 
11252,45010,101981643,1,Y ,18855155000721,สุรา BLEND 285 1 ลิตร แพค 12 ,8855155000724,0,BLEND 285 SPIRIT 100CL ,12,Y 
11252,45010,101981644,1,Y ,18851707000607,สุรามังกรทองกลม 625 ซีซี แพค 12 ,8851707000600,0,สุรามังกรทอง (กลม) 625ซซ ,12,Y 
11252,45010,102044283,1,Y ,18851707000188,BP สุราแสงโสม700CC.แพค12(M) ,8851707000181,0,แสงโสมเหรียญทอง 700CC(1X1)(M) ,12,Y 
11252,45010,102044286,1,Y ,18851707000171,BP สุราแสงโสม300CC.แพค12(M) ,8851707000174,0,แสงโสมเหรียญทอง 300CC.(1X1)(M) ,12,Y 
11252,45010,102074931,1,N ,18854795000375,BPสุราขาวนิยมไทย30DG625ซีซีX12 ,8854795000378,0,สุราขาวนิยมไทย 30DG 625ซีซี ,12,N 
11252,45010,102098526,1,N ,18850486100195,ไผ่ทอง 30 625CC. (ขวดใหญ่) ยูไนเต็ด (ลัง) แพ็ค 12 ,8850486100198,0,ไผ่ทอง 30DG 625ซีซ๊.ยูไนเต็ด ,12,N 
11252,45010,102098528,1,N ,18850486100140,ไผ่ทอง 35 625CC. (ขวดใหญ่) ยูไนเต็ด (ลัง) แพ็ค 12 ,8850486100143,0,ไผ่ทอง 35DG 625ซีซี.ยูไนเต็ด ,12,N 
11252,45010,102098530,1,N ,28854789000494,สุราขาว 30 330CC.(ขวดเล็ก) กาญจนสิงขร (ลัง)แพ็ค 24 ,8854789000490,0,รวงข้าว30DG330ซีซี.กาญจนสิงขร ,24,N 
11252,45010,102098532,1,N ,28854794000472,สุราขาว 30 330CC.(ขวดเล็ก) ธนภักดี (ลัง)แพ็ค24 ,8854794000478,0,รวข้าวสุรา30DG 330ซีซี.ธนภักดี ,24,N 
11252,45010,102098534,1,Y ,28854788000396,สุราขาว 30 330CC.(ขวดเล็ก) นทีชัย (ลัง)แพ็ค24 ,8854788000392,0,รวงข้าวสุรา30DG 330ซีซี.นทีชัย ,24,Y 
11252,45010,102098536,1,Y ,28854790000476,สุราขาว 30 330CC.(ขวดเล็ก) มงคลสมัย (ลัง)แพ็ค24 ,8854790000472,0,รวงข้าว30DG 330ซีซี.มงคลสมัย ,24,Y 
11252,45010,102098538,1,N ,18854789000459,สุราขาว 30 625CC.(ขวดใหญ่) กาญจนสิงขร (ลัง)แพ็ค12 ,8854789000452,0,รวงข้าว 30DG 625ซีซี. กาญจนสิงขร ,12,N 
11252,45010,102098540,1,N ,18854794000437,สุราขาว 30 625CC.(ขวดใหญ่) ธนภักดี (ลัง)แพ็ค12 ,8854794000430,0,รวงข้าว 30DG 625ซีซ๊.ธนภักดี ,12,N 
11252,45010,102098542,1,Y ,18854788000351,สุราขาว 30 625CC.(ขวดใหญ่) นทีชัย (ลัง)แพ็ค12 ,8854788000354,0,รวงข้าว 30DG 625ซีซี.นทีชัย ,12,Y 
11252,45010,102098544,1,Y ,18854790000431,สุราขาว 30 625CC.(ขวดใหญ่) มงคลสมัย (ลัง)แพ็ค12 ,8854790000434,0,รวงข้าว 30DG 625ซีซี.มงคลสมัย ,12,Y 
11252,45010,102098546,1,Y ,28854796000401,สุราขาว35 330CC.(ขวดเล็ก)เฟื่องฟูอนันต์(ลัง)แพ็ค24 ,8854796000407,0,รวงข้าว35DG330ซีซี.เฟืองฟูอนัน ,24,Y 
11252,45010,102098548,1,Y ,28854789000500,สุราขาว 35 330CC.(ขวดเล็ก) กาญจนสิงขร (ลัง)แพ็ค24 ,8854789000506,0,รวงข้าว 35DG 33ซีซี.กาญจนสิงขร ,24,Y 
11252,45010,102098601,1,N ,28854790000483,สุราขาว 35 330CC.(ขวดเล็ก) มงคลสมัย (ลัง)แพ็ค24 ,8854790000489,0,รวงข้าว 35DG 330ซีซี. มงคลสมัย ,24,N 
11252,45010,102098608,1,Y ,28854795000501,สุราขาว35 330CC.(ขวดเล็ก)หลักชัยค้าสุรา(ลัง)แพ็ค24 ,8854795000507,0,รวงข้าว 35DG330ซีซ๊.หลักชัยค้า ,24,Y 
11252,45010,102098615,1,Y ,18854796000367,สุราขาว35 625CC.(ขวดใหญ่)เฟื่องฟูอนันต์(ลัง)แพ็ค12 ,8854796000360,0,รวงข้าว 35DG 625ซีซี.เฟื่องฟูอนันต์ ,12,Y 
11252,45010,102098636,1,Y ,18854789000466,สุราขาว 35 625CC.(ขวดใหญ่) กาญจนสิงขร (ลัง)แพ็ค12 ,8854789000469,0,รวงข้าว 35DG 625ซีซี.กาญจนสิงขร ,12,Y 
11252,45010,102098644,1,N ,18854790000448,สุราขาว 35 625CC.(ขวดใหญ่) มงคลสมัย (ลัง)แพ็ค12 ,8854790000441,0,รวงข้าว 35DG 625ซ๊ซี.มงคลสมัย ,12,N 
11252,45010,102098661,1,N ,18854795000467,สุราขาว35 625CC.(ขวดใหญ่)หลักชัยค้าสุรา(ลัง)แพ็ค12 ,8854795000460,0,รวงข้าว 35DG625ซซ.หลักชัยค้าสุ ,12,N 
11252,45010,102098677,1,Y ,28854796000418,สุราขาว40 330CC.(ขวดเล็ก)เฟื่องฟูอนันต์(ลัง)แพ็ค24 ,8854796000414,0,รวงข้าว 40DG330ซซ.เฟื่องฟูอนัน ,24,Y 
11252,45010,102098690,1,Y ,28854792000412,สุราขาว40 330CC.(ขวดเล็ก)เอส.เอส.การสุรา(ลัง)*12 ,8854792000418,0,รวงข้าว40DG330ซซ.เอสเอสการสุรา ,24,Y 
11252,45010,102098698,1,Y ,28854791000413,สุราขาว 40 330CC.(ขวดเล็ก) แก่นขวัญ (ลัง)แพ็ค24 ,8854791000419,0,รวงข้าว 40DG 330ซีซ๊. แก่นขวัญ ,24,Y 
11252,45010,102098706,1,Y ,28854789000517,สุราขาว 40 330CC.(ขวดเล็ก) กาญจนสิงขร (ลัง)แพ็ค24 ,8854789000513,0,รวงข้าว 40DG330ซีซี.กาญจนสิงขร ,24,Y 
11252,45010,102098713,1,N ,28854794000496,สุราขาว 40 330CC.(ขวดเล็ก) ธนภักดี (ลัง)แพ็ค24 ,8854794000492,0,รวงข้าว 40DG 330ซีซี.ธนภักดี ,24,N 
11252,45010,102098716,1,Y ,28854790000490,สุราขาว 40 330CC.(ขวดเล็ก) มงคลสมัย (ลัง)แพ็ค24 ,8854790000496,0,รวงข้าว 40DG 330ซีซี.มงคลสมัย ,24,Y 
11252,45010,102098725,1,Y ,18854796000374,สุราขาว40 625CC.(ขวดใหญ่)เฟื่องฟูอนันต์(ลัง)แพ็ค12 ,8854796000377,0,รวงข้าว 40DG 625ซซ.เฟืองฟูอนัน ,12,Y 
11252,45010,102098732,1,Y ,18854792000378,สุราขาว40 625CC.(ขวดใหญ่)เอส.เอส.การสุรา(ลัง)P12 ,8854792000371,0,รวงข้าว 40DG 625ซซ.เอสเอสการสุ ,12,Y 
11252,45010,102098738,1,Y ,18854791000379,สุราขาว 40 625CC.(ขวดใหญ่) แก่นขวัญ (ลัง)แพ็ค12 ,8854791000372,0,รวงข้าว 40DG 625ซีซี.แก่นขวัญ ,12,Y 
11252,45010,102098747,1,Y ,18854789000473,สุราขาว 40 625CC.(ขวดใหญ่) กาญจนสิงขร (ลัง)แพ็ค 12 ,8854789000476,0,รวงข้าว40DG 625ซีซ๊.กาญจนสิงขร ,12,Y 
11252,45010,102098755,1,N ,18854794000451,สุราขาว 40 625CC.(ขวดใหญ่) ธนภักดี (ลัง) แพ็ค 12 ,8854794000454,0,รวงข้าว 40DG 625ซีซ๊.  ธนภักดี ,12,N 
11252,45010,102098762,1,Y ,18854790000455,สุราขาว 40 625CC.(ขวดใหญ่) มงคลสมัย (ลัง) แพ็ค 12 ,8854790000458,0,รวงข้าว 40DG 625ซีซี. มงคลสมัย ,12,Y 
11252,45010,102098790,1,Y ,28854794000489,สุราขาว 35 330CC.(ขวดเล็ก) ธนภักดี (ลัง)แพ็ค24 ,8854794000485,0,รวงข้าว 35DG 330ซีซี.ธนภักดี ,24,Y 
11252,45010,102123760,1,Y ,18855155000745,เบลนด์285ซิกเนเจอร์ สุรา35ดีกรี 700มล. แพค12 ,8855155000748,0,สุราเบลนด์ 285 ซิกเนอเจอ 700มล ,12,Y 
11252,45010,102425978,1,N ,18854789000664,พญาเสือสุราขาว 35ดีกรี(กาญจนสิงขร)625มล. แพค12 ,8854789000667,0,พญาเสือสุราขาว 35ดีกรี(กาญจนสิงขร)625มล. ,12,N 
11252,45010,102425996,1,N ,18852388000429,รวงข้าวสุราขาว40ดีกี(บางยี่ขัน) 625มล. แพค12 ,8852388000422,0,รวงข้าวสุราขาว40ดีกี(บางยี่ขัน) 625มล. ,12,N 
11252,45010,102426080,1,Y ,18854790000578,พญานาคสุราขาว40ดีกรี(มงคลสมัย)625มล. แพค12 ,8854790000571,0,พญานาคสุราขาว40ดีกรี(มงคลสมัย)625มล. ,12,Y 
11252,45010,102484617,1,N ,18854789000657,BPสุราขาวพญาเสือ 30  625มล*12 ,8854789000650,0,สุราขาวพญาเสือ 30ดีกรี 625มล ,12,N 
11252,45010,102484619,1,Y ,18854794000505,BPสุราขาวแม่วังวารี28  625มล12 ,8854794000508,0,สุราขาวแม่วังวารี28ดีกรี 625มล ,12,Y 
11252,45010,102484620,1,Y ,18854794000529,BPสุราขาวแม่วังวารี35  625มล12 ,8854794000522,0,สุราขาวแม่วังวารี35ดีกรี 625มล ,12,Y 
11252,45010,102484621,1,N ,18854789000619,BPสุราขาวเจ้าพระยา30  625มล*12 ,8854789000612,0,สุราขาวเจ้าพระยา 30ดีกรี 625มล ,12,N 
11252,45010,102484622,1,N ,18854789000626,BPสุราขาวเจ้าพระยา35  625มล12 ,8854789000629,0,สุราขาวเจ้าพระยา 35ดีกรี 625มล ,12,N 
11252,45010,102484623,1,N ,18854789000633,BPสุราขาวเจ้าพระยา40  625มล*12 ,8854789000636,0,สุราขาวเจ้าพระยา 40ดีกรี 625มล ,12,N 
11252,45010,102484624,1,Y ,18854790000554,BPสุราขาวพญานาค 30  625มล*12 ,8854790000557,0,สุราขาวพญานาค 30ดีกรี 625มล ,12,Y 
11252,45010,102484625,1,N ,18854790000561,BPสุราขาวพญานาค 35  625มล*12 ,8854790000564,0,สุราขาวพญานาค 35ดีกรี 625มล ,12,N 
11252,45010,102484626,1,Y ,18854795000535,BPสุราขาวตราไชยา 30  625มล*12 ,8854795000538,0,สุราขาวไชยา 30ดีกรี 625มล ,12,Y 
11252,45010,102484627,1,Y ,18854795000542,BPสุราขาวไชยา 35  625มล*12 ,8854795000545,0,สุราขาวไชยา 35ดีกรี 625มล ,12,Y 
11252,45010,102526301,1,N ,18850749129000,ROYAL STAG 70CL*12 ,8901522004489,0,ROYAL STAG 70CL ,12,N 
11252,45010,102526302,1,N ,18850749129017,BP ROYAL STAG 1L 1*12 ,8901522001488,0,ROYAL STAG 1ลิตร ,12,N 
11252,45010,102537897,1,Y ,18855155000776,BPเบลนด์285ซิกเนเจอ1000มลX12 ,8855155000779,0,เบลนด์285 ซิกเนเจอร์ 1ลิตร ,12,Y 
11252,45010,102544269,1,Y ,18851707000805,BP แสงโสม 1ลิตร ,8851707000808,0,แสงโสม 1ลิตร ,12,Y 
11252,45010,102544768,1,Y ,18855155000288,BP รวงข้าวซิลเวอร์ 700 มล. ,8855155000281,0,รวงข้าวซิลเวอร์ 700 มล. ,12,Y 
11252,45010,102817020,1,Y ,18855155000301,นิยมไทยข้าวหอมพิเศษ330มล.P12 ,8855155000304,0,นิยมไทยสูตรข้าวหอมพิเศษ330มล. ,12,Y 
11252,45010,102817246,1,Y ,18859361300255,ตะวันแดงสุราข้าวหอม40DG 330X12 ,8859361300258,0,ตะวันแดงสุราข้าวหอม40DG 330มล ,12,Y 
11252,45010,102817247,1,N ,18859361300248,ตะวันแดงสุราข้าวหอม35DG 330P12 ,8859361300241,0,ตะวันแดงสุราข้าวหอม 35DG 330มล ,12,N 
11252,45010,102859564,1,Y ,18852388000733,BPหงส์ทองสุรา 1 ลิตร P12 ,8852388000736,0,หงส์ทองสุรา ขวด 1 ลิตร ,12,Y 
11252,45010,102898948,1,N ,18859361300323,แทยัง โซจู พีช 360มล P12 ,8859361300388,0,แทยัง โซจู พีช 360 มล. ,12,N 
11252,45010,102898950,1,N ,18859361300330,แทยัง โซจู องุ่น 360มล P12 ,8859361300395,0,แทยัง โซจู องุ่น 360มล. ,12,N 
11252,45010,102912939,1,Y ,18855155000394,นิยมไทยข้าวหอม40 625มล.P12 ,8855155000397,0,นิยมไทยข้าวหอมพิเศษ40 625มล. ,12,Y 
11252,45010,102921061,1,Y ,18859361300293,สุราข้าวหอม40ดีกรี 625มลX12 ,8859361300296,0,สุราข้าวหอม40ดีกรี 625มล ,12,Y 
11252,45010,102946291,1,N ,28854794000540,แม่วังวารีสุราขาว 28DG330มลP24 ,8854794000546,0,แม่วังวารีสุราขาว 28DG 330 มล. ,24,N 
11252,45010,102946292,1,N ,28854794000564,แม่วังวารีสุราขาว35DG330มลP24 ,8854794000560,0,แม่วังวารีสุราขาว 35DG 330 มล. ,24,N 
11252,45010,102960722,1,N ,18859361300231,ตะวันแดงสุราข้าวหอม30DG 330P12 ,8859361300234,0,ตะวันแดงสุราข้าวหอม30DG 330 ,12,N 
11252,45010,102960723,1,N ,18859361300279,ตะวันแดงสุราข้าวหอม30DG 625P12 ,8859361300272,0,ตะวันแดงสุราข้าวหอม30DG 625P12 ,12,N 
11252,45010,102960724,1,N ,18859361300286,ตะวันแดงสุราข้าวหอม35DG 625P12 ,8859361300289,0,ตะวันแดงสุราข้าวหอม35DG 625P12 ,12,N 
11252,45010,102960725,1,N ,18859361300439,แทยัง โซจู สตรอเบอรี่ 360มลP12 ,8859361300500,0,แทยัง โซจู สตรอเบอรี่ 360มลP12 ,12,N 
11252,45010,103004276,1,Y ,18855155000363,นิยมไทยข้าวหอม 30DG 330มล P12 ,8855155000366,0,นิยมไทยสูตรพิเศษ 30 ดี 330มล. ,12,Y 
11252,45010,103004278,1,Y ,18855155000349,นิยมไทยข้าวหอม 35DG 330มล P12 ,8855155000342,0,นิยมไทยสูตรพิเศษ 35 ดี 330มล. ,12,Y 
11252,45010,103122120,1,N ,8850999021690,ซิลเวอร์วูล์ฟ ลัง 700*12 ,8850999021676,0,ซิลเวอร์วูล์ฟ 700 มล ,12,Y 
11252,45010,103221086,1,Y ,2000008644075,BP เบลด์ 285 วิสกี๊ 70ซลX12 ,2000008643757,0,BLEND 285 SPIRIT 70CL.(M) ,12,Y 
11252,45010,103221087,1,Y ,2000008644082,เบลนด์285ซิกเนเจอร์ สุรา35ดีกรี 700มล. แพค12 ,2000008643764,0,สุราเบลนด์ 285 ซิกเนอเจอ 700มล ,12,Y 
11252,45010,103221088,1,Y ,2000008644099,สุรา BLEND 285 1 ลิตร แพค 12 ,2000008643771,0,BLEND 285 SPIRIT 100CL ,12,Y 
11252,45010,103221089,1,Y ,2000008644105,BPเบลนด์285ซิกเนเจอ1000มลX12 ,2000008643788,0,เบลนด์285 ซิกเนเจอร์ 1ลิตร ,12,Y 
11252,45010,103221090,1,Y ,2000008644112,BPสุราหงส์ทอง35DG 350ซีซีX12 ,2000008643795,0,สุราหงส์ทอง 35DG 350ซีซี.แบน ,12,Y 
11252,45010,103221091,1,Y ,2000008644129,BPสุราหงส์ทอง35ดีDG 700ซ๊ซีX12 ,2000008643801,0,สุราหงส์ทอง 35ดีกรี 700ซีซี ,12,Y 
11252,45010,103221092,1,Y ,2000008644136,BPหงส์ทองสุรา 1 ลิตร P12 ,2000008643818,0,หงส์ทองสุรา ขวด 1 ลิตร ,12,Y 
11252,45010,103221093,1,Y ,2000008644143,สุรามังกรทองกลม 625 ซีซี แพค 12 ,2000008643825,0,สุรามังกรทอง (กลม) 625ซซ ,12,Y 
11252,45010,103221094,1,Y ,2000008644150,BP สุราแสงโสม300CC.แพค12(M) ,2000008643832,0,แสงโสมเหรียญทอง 300CC.(1X1)(M) ,12,Y 
11252,45010,103221095,1,Y ,2000008644167,BP สุราแสงโสม700CC.แพค12(M) ,2000008643849,0,แสงโสมเหรียญทอง 700CC(1X1)(M) ,12,Y 
11252,45010,103221096,1,Y ,2000008644174,BP แสงโสม 1ลิตร ,2000008643856,0,แสงโสม 1ลิตร ,12,Y 
11252,45010,103221097,1,Y ,2000008644181,BPสุราขาวเจ้าพระยา40  625มล*12 ,2000008643863,0,สุราขาวเจ้าพระยา 40ดีกรี 625มล ,12,Y 
11252,45010,103221098,1,Y ,2000008644198,เซี่ยงชุน 28 ดีกรี 330CCแพ็ค24 ,2000008643870,0,เชี่ยงชุนสุราสมุนไพ28DG330ซีซี ,24,Y 
11252,45010,103221099,1,Y ,2000008644204,เสือดำ 28 ดีกรี 330ซีซี แพ็ค24 ,2000008643887,0,เสือดำสุราสมุนไพร28DG 330ซีซี ,24,Y 
11252,45010,103221100,1,Y ,2000008644211,BPสุราเสือดำ28ดีกรี625ซซ*12 ,2000008643894,0,เสือดำสุราสมุนไพร28ดีกรี 625ซซ ,12,Y 
11252,45010,103221101,1,Y ,2000008644228,บางยี่ขันสุราขาว40ดีกรี 700มล. แพค12 ,2000008643900,0,สุราขาวบางยี่ชัน 700 ซีซี ,12,Y 
11252,45010,103221102,1,Y ,2000008644235,นิยมไทยข้าวหอม 35DG 330มล P12 ,2000008643917,0,นิยมไทยสูตรพิเศษ 35 ดี 330มล. ,12,Y 
11252,45010,103221103,1,Y ,2000008644242,นิยมไทยข้าวหอม40 625มล.P12 ,2000008643924,0,นิยมไทยข้าวหอมพิเศษ40 625มล. ,12,Y 
11252,45010,103221104,1,Y ,2000008644259,สุราขาวนิยมไทย40 ดีกรีใหญ่625ซีซี(กาญจนสิงขร)แพค ,2000008643931,0,สุราขาวนิยมไทย 40DG 625ซีซ๊ ,12,Y 
11252,45010,103221105,1,Y ,2000008644266,BPสุราขาวรวงข้าว40ล(สีมา) ,2000008643948,0,รวงข้าวสุราขาว40DG330ซีซี.สีมา ,24,Y 
11252,45010,103221106,1,Y ,2000008644273,BPสุราขาวรวงข้าว40ญ(สีมา)625ซซ ,2000008643955,0,สุราขาวรวงข้าว40ญ(สีมา)625ซซ ,12,Y 
11252,45010,103221107,1,Y ,2000008644280,นิยมไทยข้าวหอมพิเศษ330มล.P12 ,2000008643962,0,นิยมไทยสูตรข้าวหอมพิเศษ330มล. ,12,Y 
11252,45030,102655682,1,N ,28855796034083,BP คอมเบโซจู สตอเบอร์รี่ P.12 ,8855796034089,0,คอมเบ สตอเบอร์รี่ 360 มล ,12,Y 
11252,45030,102900575,1,N ,28855796034403,BP คอมเบโซจู เจลลี่ P.12 ,8855796034409,0,คอมเบ เจลลี่ โซจู ขวด 360มล ,12,Y 
11252,45030,102937092,1,N ,88850382819022,ซันมุลโซจูพีชแอปเปิล360มล*12 ,8850382819026,0,ซันมุลโซจูพีช-แอปเปิ้ล 360มล ,12,Y 
11252,45030,102937093,1,N ,88850382819039,ซันมุลโซจูโยเกิต-บลู360มล*12 ,8850382819033,0,ซันมุลโซจูโยเกิร-บลูเบอรี360มล ,12,Y 
11252,45030,102937094,1,N ,88850382819046,ซันมุลโซจูเทอร์-ส้ม 360มล*12 ,8850382819040,0,ซันมุลโซจู เทอร์ปีน-ส้ม 360มล ,12,Y 
11252,45040,100536320,1,Y ,8850571910244,BPไฮเนเก้นขวดเล็ก  320 มล.x24 ,8850571910336,0,ไฮเนเก้นขวดเล็ก ขนาด 320มล. ,24,Y 
11252,45040,100536323,1,Y ,8850571920120,BPไฮเนเก้นขวดใหญ่ 620มล.x12 ,8850571920649,0,ไฮเนเก้นขวดใหญ่ ขนาด 620มล. ,12,Y 
11252,45040,100536759,1,Y ,8851993616059,เบียร์ช้าง 620 ซีซี. (ลัง) ,8851993616011,0,เบียร์ช้าง 620 ซีซี. ,12,Y 
11252,45040,100544568,1,Y ,8851993623095,BP เบียร์ช้างแคน 320 มล. แพค24(M) ,8851993623019,0,เบียร์ช้างคลาสสิค แคน 320มล ,24,Y 
11252,45040,100615574,1,Y ,8850999111018,BP เบียร์สิงห์ใหญ่620มล.แพ็ค12 ,8850999111001,0,เบียร์สิงห์ใหญ่ 620มล (เดี่ยว) ,12,Y 
11252,45040,100615576,1,Y ,8850999112114,BP เบียร์สิงห์ขวดเล็ก320มลx24 ,8850999112107,0,เบียร์สิงห์ขวดเล็ก 320มล ,24,Y 
11252,45040,100615577,1,Y ,8850999113029,BP เบียร์สิงห์แคน320มล.แพ็ค24 ,8850999113005,0,เบียร์สิงห์แคน 320มล. (เดี่ยว) ,24,Y 
11252,45040,100615581,1,Y ,8850999141015,BP เบียร์ลีโอ620มล.แพ็ค12(M) ,8850999141008,0,เบียร์ลีโอใหญ่ 620มล. (เดี่ยว) ,12,Y 
11252,45040,100615583,1,Y ,8850999143026,BP เบียร์ลีโอแคน320มล แพ็ค24 ,8850999143002,0,เบียร์ลีโอแคน 320มล. (เดี่ยว) ,24,Y 
11252,45040,100715356,1,Y ,8851993613102,BP เบียร์ช้าง(ขวด) 320มล. P24 ,8851993613010,0,เบียร์ช้าง 320 มล. ,24,Y 
11252,45040,100767414,1,Y ,8855366009455,BPเบียร์อาซาฮี 620CC.P12 ,8855366006454,0,เบียร์อาซาฮี 620CC. ,12,Y 
11252,45040,100808741,1,Y ,8851994916059,BP เบียร์อาชา630CCแพค12 ,8851994916011,0,เบียร์อาชา 630 CC. ,12,Y 
11252,45040,100808906,1,Y ,8851994923095,BPเบียร์อาชาแคน 320 มล. แพค24 ,8851994923019,0,เบียร์อาชาแคน 320 CC. ,24,Y 
11252,45040,100813811,1,Y ,8850571940128,BPไฮเนเก้นกระป๋อง 490 มล.x12 ,8850571940500,0,ไฮเนเก้นกระป๋อง ขนาด 490 มล. ,12,Y 
11252,45040,100844295,1,Y ,8850999171364,BP เบียร์ลีโอขวดเล็ก320มลX24 ,8850999171401,0,เบียร์ลีโอขวดเล็ก 320มล ,24,Y 
11252,45040,100867656,1,N ,8850571125129,BPเชียร์ ขวดใหญ่ 600 มล.X12 ,8850571125648,0,เชียร์ ขวดใหญ่ ขนาด 600 มล. ,12,N 
11252,45040,100946981,1,Y ,8858259003431,BP ซานมิกไลท์ 330มล.ขวด P24 ,8858259003134,0,ซานมิกไลท์เบียร์ขวดเล็ก330CC. ,24,Y 
11252,45040,101064144,1,N ,8850571235989,BPเชียร์เอ็กซ์ตร้า490 มล.x12CA ,8850571235774,0,เชียร์เอ็กซ์ตร้ากระป๋อง490 มล. ,12,Y 
11252,45040,101330043,1,Y ,8851993625051,BP เบียร์ช้าง(กป) 490มล. P12 ,8851993625013,0,เบียร์ช้างคลาสสิค490MLกระป๋อง ,12,Y 
